,cut,color,clarity,city_Amsterdam,city_Antwerp,city_Dubai,city_Kimberly,city_Las Vegas,city_London,city_Luxembourg,city_Madrid,city_New York City,city_Paris,city_Surat,city_Tel Aviv,city_Zurich
34318,3,1.43,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34319,3,10.0,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34320,10,4.29,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34321,10,2.86,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34322,15,8.57,8.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34323,15,4.29,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34324,15,10.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34325,15,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34326,15,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34327,15,4.29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
34328,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34329,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34330,6,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34331,6,2.86,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34332,3,7.14,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34333,15,2.86,8.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34334,10,4.29,8.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34335,15,5.71,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0
34336,10,7.14,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34337,6,8.57,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34338,3,8.57,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34339,15,8.57,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34340,15,4.29,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0
34341,6,7.14,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34342,6,1.43,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34343,15,8.57,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34344,10,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34345,10,7.14,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34346,6,8.57,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
34347,15,7.14,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34348,6,4.29,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34349,3,10.0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34350,15,10.0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34351,6,7.14,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34352,15,8.57,8.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34353,15,2.86,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34354,6,8.57,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
34355,15,5.71,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
34356,6,4.29,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34357,15,2.86,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34358,3,10.0,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34359,15,2.86,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34360,10,7.14,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
34361,6,4.29,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34362,3,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34363,6,8.57,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34364,3,10.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34365,15,10.0,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
34366,10,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34367,15,4.29,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34368,6,4.29,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34369,10,7.14,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34370,1,7.14,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34371,10,4.29,10.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34372,6,5.71,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0
34373,15,7.14,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34374,10,4.29,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
34375,10,7.14,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34376,10,7.14,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34377,6,5.71,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0
34378,10,10.0,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34379,6,8.57,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
34380,15,2.86,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34381,10,4.29,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34382,1,7.14,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34383,15,4.29,8.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34384,15,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34385,1,4.29,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34386,10,7.14,1.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34387,15,8.57,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34388,10,5.71,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34389,15,7.14,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34390,6,7.14,6.25,0,0,0,0,0,0,0,0,0,0,0,1,0
34391,15,2.86,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34392,6,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34393,6,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34394,10,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34395,15,8.57,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34396,15,4.29,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34397,15,1.43,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
34398,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34399,10,10.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34400,15,10.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34401,15,8.57,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34402,15,5.71,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34403,15,4.29,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34404,10,10.0,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34405,15,5.71,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
34406,15,1.43,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34407,10,2.86,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34408,15,7.14,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34409,1,7.14,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34410,15,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34411,3,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34412,10,7.14,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34413,15,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34414,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1
34415,10,8.57,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34416,15,2.86,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
34417,15,8.57,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34418,10,8.57,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34419,10,8.57,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34420,6,8.57,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34421,15,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34422,15,7.14,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34423,1,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34424,6,10.0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34425,15,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34426,15,10.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34427,15,7.14,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34428,15,5.71,8.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34429,15,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34430,6,5.71,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
34431,15,7.14,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34432,10,5.71,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34433,6,8.57,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34434,3,10.0,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34435,15,4.29,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34436,15,1.43,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34437,6,7.14,8.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34438,15,7.14,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34439,15,7.14,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34440,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34441,15,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34442,15,1.43,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34443,15,10.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34444,10,5.71,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34445,6,4.29,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34446,15,7.14,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
34447,3,2.86,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34448,6,7.14,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34449,15,2.86,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34450,15,5.71,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0
34451,15,2.86,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
34452,10,8.57,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34453,3,7.14,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34454,15,8.57,7.5,0,0,1,0,0,0,0,0,0,0,0,0,0
34455,10,4.29,8.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34456,10,8.57,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34457,6,1.43,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34458,15,1.43,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34459,10,8.57,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34460,10,5.71,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34461,10,10.0,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34462,6,8.57,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34463,15,4.29,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34464,15,8.57,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34465,6,7.14,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34466,15,4.29,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34467,10,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34468,15,8.57,7.5,0,0,0,0,0,0,0,0,0,0,0,0,1
34469,15,5.71,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34470,15,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34471,10,1.43,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34472,6,8.57,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34473,3,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34474,10,5.71,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34475,15,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34476,10,5.71,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34477,15,5.71,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
34478,6,4.29,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34479,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34480,15,2.86,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0
34481,15,5.71,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34482,15,7.14,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34483,6,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34484,10,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34485,6,4.29,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34486,15,5.71,10.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34487,10,2.86,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0
34488,15,7.14,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34489,10,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34490,15,10.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0
34491,6,5.71,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0
34492,6,4.29,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34493,15,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34494,15,7.14,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34495,1,7.14,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34496,10,8.57,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34497,3,7.14,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34498,15,5.71,3.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34499,15,5.71,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
34500,3,5.71,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34501,15,4.29,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34502,15,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34503,10,4.29,8.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34504,3,5.71,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0
34505,15,1.43,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34506,15,8.57,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34507,10,4.29,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34508,15,10.0,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
34509,15,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34510,15,1.43,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34511,15,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34512,15,5.71,7.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34513,10,5.71,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34514,6,2.86,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34515,10,5.71,7.5,0,0,0,0,0,0,0,0,0,0,0,1,0
34516,1,1.43,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34517,6,4.29,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34518,15,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34519,10,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34520,10,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34521,15,7.14,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
34522,15,5.71,10.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34523,10,7.14,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34524,10,5.71,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34525,15,2.86,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34526,10,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34527,3,5.71,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34528,15,10.0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34529,6,8.57,7.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34530,10,7.14,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34531,15,5.71,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34532,15,5.71,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34533,3,8.57,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34534,15,4.29,8.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34535,15,5.71,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34536,15,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34537,15,7.14,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34538,10,5.71,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34539,15,4.29,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34540,6,7.14,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34541,10,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34542,6,4.29,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34543,10,5.71,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0
34544,15,8.57,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34545,10,2.86,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34546,15,10.0,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34547,10,10.0,8.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34548,6,7.14,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34549,1,8.57,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34550,3,4.29,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34551,15,4.29,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34552,6,10.0,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34553,6,5.71,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34554,15,7.14,3.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34555,6,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34556,15,2.86,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34557,15,5.71,8.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34558,6,4.29,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34559,10,5.71,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34560,10,4.29,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34561,6,5.71,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34562,15,5.71,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34563,15,7.14,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
34564,6,4.29,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34565,6,7.14,8.75,1,0,0,0,0,0,0,0,0,0,0,0,0
34566,15,2.86,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1
34567,3,4.29,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34568,6,7.14,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34569,15,2.86,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34570,15,7.14,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0
34571,15,5.71,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34572,6,7.14,10.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34573,3,8.57,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34574,6,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34575,6,4.29,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34576,3,10.0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
34577,15,2.86,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34578,10,1.43,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0
34579,15,8.57,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34580,10,5.71,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34581,3,1.43,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34582,10,4.29,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34583,6,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34584,15,2.86,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34585,10,4.29,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34586,6,10.0,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0
34587,6,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34588,6,2.86,3.75,0,0,0,0,0,0,1,0,0,0,0,0,0
34589,3,8.57,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34590,15,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34591,15,5.71,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34592,6,4.29,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34593,6,8.57,2.5,0,0,0,0,0,0,0,1,0,0,0,0,0
34594,15,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34595,15,5.71,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34596,10,8.57,3.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34597,15,5.71,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34598,6,8.57,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34599,10,2.86,1.25,0,0,0,0,0,0,0,0,0,0,0,0,1
34600,15,8.57,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0
34601,10,2.86,3.75,0,0,0,0,0,0,0,0,0,1,0,0,0
34602,6,7.14,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34603,15,10.0,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34604,15,2.86,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34605,10,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34606,15,5.71,8.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34607,15,4.29,10.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34608,15,2.86,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34609,15,4.29,6.25,0,0,0,0,1,0,0,0,0,0,0,0,0
34610,15,8.57,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34611,3,4.29,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34612,15,10.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34613,10,8.57,7.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34614,15,8.57,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34615,15,7.14,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34616,10,10.0,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34617,15,4.29,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34618,15,4.29,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34619,15,2.86,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34620,15,5.71,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34621,6,4.29,8.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34622,15,7.14,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
34623,10,10.0,6.25,0,0,1,0,0,0,0,0,0,0,0,0,0
34624,10,5.71,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34625,10,8.57,8.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34626,15,4.29,3.75,0,0,0,1,0,0,0,0,0,0,0,0,0
34627,10,5.71,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34628,10,8.57,8.75,0,0,0,0,0,0,0,0,0,0,0,0,1
34629,10,10.0,3.75,0,0,0,0,0,0,0,0,0,0,0,1,0
34630,15,5.71,8.75,0,0,0,0,1,0,0,0,0,0,0,0,0
34631,10,7.14,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34632,1,5.71,6.25,0,0,0,1,0,0,0,0,0,0,0,0,0
34633,15,2.86,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
34634,10,8.57,3.75,0,0,0,0,0,0,0,0,0,0,1,0,0
34635,15,5.71,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34636,15,8.57,7.5,0,0,0,0,0,0,0,1,0,0,0,0,0
34637,15,4.29,8.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34638,10,7.14,2.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34639,15,10.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34640,10,4.29,10.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34641,3,7.14,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0
34642,3,10.0,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0
34643,6,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34644,6,8.57,2.5,0,0,0,1,0,0,0,0,0,0,0,0,0
34645,15,5.71,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34646,10,8.57,6.25,0,0,0,0,0,0,1,0,0,0,0,0,0
34647,6,2.86,6.25,0,0,0,0,0,1,0,0,0,0,0,0,0
34648,15,4.29,2.5,0,0,0,0,0,0,0,0,0,1,0,0,0
34649,10,1.43,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0
34650,15,10.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34651,15,4.29,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
34652,15,4.29,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34653,3,5.71,6.25,0,0,0,0,0,0,0,0,1,0,0,0,0
34654,15,5.71,6.25,0,0,0,0,0,0,0,0,0,0,1,0,0
34655,15,8.57,6.25,0,0,0,0,0,0,0,0,0,1,0,0,0
34656,6,7.14,3.75,0,0,1,0,0,0,0,0,0,0,0,0,0
34657,10,5.71,5.0,0,0,0,0,0,0,0,0,0,0,0,1,0
34658,15,5.71,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34659,6,5.71,8.75,0,1,0,0,0,0,0,0,0,0,0,0,0
34660,15,1.43,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0
34661,3,5.71,10.0,0,0,1,0,0,0,0,0,0,0,0,0,0
34662,15,8.57,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0
34663,15,8.57,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34664,3,2.86,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0
34665,10,8.57,2.5,0,1,0,0,0,0,0,0,0,0,0,0,0
34666,3,7.14,6.25,0,0,0,0,0,0,0,1,0,0,0,0,0
34667,15,4.29,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34668,15,7.14,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0
34669,6,5.71,3.75,0,0,0,0,0,0,0,0,1,0,0,0,0
34670,10,2.86,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0
34671,6,2.86,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0
34672,10,4.29,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0
34673,15,5.71,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0
