,proportion_kbw,depth/carat_kbw,table/carat_kbw,x/y_kbw,depth/table_kbw,volume/table_kbw,volume/depth_kbw
28035,9.0,0.0,0.0,6.0,7.0,6.0,5.0
28036,7.0,2.0,2.0,5.0,9.0,4.0,3.0
28037,9.0,1.0,1.0,7.0,4.0,5.0,4.0
28038,8.0,1.0,1.0,4.0,11.0,5.0,4.0
28039,4.0,4.0,4.0,4.0,8.0,1.0,1.0
28040,9.0,1.0,1.0,6.0,8.0,5.0,4.0
28041,8.0,1.0,1.0,5.0,8.0,5.0,4.0
28042,3.0,5.0,5.0,6.0,11.0,1.0,1.0
28043,2.0,7.0,6.0,4.0,9.0,0.0,0.0
28044,1.0,9.0,7.0,5.0,11.0,0.0,0.0
28045,9.0,1.0,2.0,7.0,1.0,3.0,3.0
28046,10.0,0.0,0.0,5.0,6.0,6.0,5.0
28047,1.0,9.0,7.0,5.0,11.0,0.0,0.0
28048,3.0,6.0,6.0,6.0,4.0,0.0,0.0
28049,2.0,6.0,6.0,6.0,8.0,0.0,0.0
28050,8.0,1.0,1.0,5.0,9.0,5.0,4.0
28051,10.0,0.0,0.0,7.0,8.0,7.0,6.0
28052,2.0,7.0,6.0,4.0,9.0,0.0,0.0
28053,5.0,2.0,2.0,7.0,10.0,3.0,3.0
28054,11.0,0.0,0.0,6.0,6.0,9.0,8.0
28055,2.0,6.0,7.0,5.0,3.0,0.0,0.0
28056,0.0,11.0,10.0,6.0,8.0,0.0,0.0
28057,4.0,6.0,6.0,7.0,2.0,0.0,1.0
28058,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28059,3.0,5.0,4.0,4.0,9.0,1.0,1.0
28060,1.0,9.0,8.0,5.0,10.0,0.0,0.0
28061,4.0,4.0,4.0,5.0,9.0,1.0,1.0
28062,1.0,8.0,7.0,6.0,6.0,0.0,0.0
28063,7.0,2.0,3.0,6.0,1.0,2.0,3.0
28064,6.0,3.0,3.0,8.0,6.0,2.0,2.0
28065,1.0,10.0,9.0,5.0,7.0,0.0,0.0
28066,6.0,2.0,2.0,8.0,11.0,4.0,3.0
28067,4.0,3.0,3.0,6.0,10.0,2.0,2.0
28068,8.0,1.0,1.0,5.0,3.0,4.0,4.0
28069,10.0,0.0,0.0,4.0,6.0,6.0,5.0
28070,6.0,2.0,2.0,3.0,9.0,4.0,3.0
28071,4.0,4.0,4.0,6.0,9.0,1.0,1.0
28072,0.0,14.0,12.0,3.0,8.0,0.0,0.0
28073,1.0,9.0,8.0,6.0,6.0,0.0,0.0
28074,0.0,13.0,11.0,4.0,8.0,0.0,0.0
28075,8.0,2.0,2.0,5.0,3.0,3.0,3.0
28076,5.0,3.0,3.0,7.0,11.0,2.0,2.0
28077,6.0,3.0,2.0,7.0,10.0,3.0,2.0
28078,1.0,9.0,8.0,5.0,10.0,0.0,0.0
28079,8.0,2.0,2.0,4.0,5.0,4.0,3.0
28080,2.0,7.0,6.0,4.0,6.0,0.0,0.0
28081,4.0,5.0,5.0,5.0,8.0,1.0,1.0
28082,1.0,10.0,8.0,5.0,12.0,0.0,0.0
28083,3.0,5.0,5.0,4.0,6.0,1.0,1.0
28084,9.0,0.0,0.0,7.0,11.0,7.0,5.0
28085,2.0,7.0,7.0,7.0,4.0,0.0,0.0
28086,7.0,2.0,2.0,6.0,10.0,4.0,3.0
28087,4.0,5.0,6.0,8.0,2.0,1.0,1.0
28088,7.0,2.0,2.0,6.0,6.0,4.0,3.0
28089,5.0,3.0,4.0,8.0,3.0,1.0,2.0
28090,2.0,7.0,6.0,5.0,10.0,0.0,0.0
28091,3.0,6.0,6.0,4.0,5.0,0.0,0.0
28092,8.0,1.0,1.0,8.0,4.0,4.0,4.0
28093,11.0,0.0,0.0,6.0,6.0,8.0,7.0
28094,8.0,1.0,2.0,6.0,5.0,4.0,4.0
28095,6.0,3.0,2.0,6.0,12.0,3.0,2.0
28096,1.0,10.0,9.0,5.0,8.0,0.0,0.0
28097,5.0,3.0,3.0,4.0,10.0,2.0,2.0
28098,8.0,2.0,2.0,5.0,7.0,4.0,3.0
28099,9.0,1.0,2.0,6.0,5.0,4.0,4.0
28100,6.0,3.0,3.0,7.0,5.0,2.0,2.0
28101,7.0,2.0,2.0,5.0,7.0,4.0,3.0
28102,8.0,1.0,1.0,6.0,8.0,4.0,4.0
28103,5.0,2.0,2.0,4.0,6.0,3.0,3.0
28104,5.0,3.0,3.0,5.0,9.0,2.0,2.0
28105,7.0,2.0,2.0,7.0,7.0,3.0,3.0
28106,3.0,5.0,5.0,3.0,11.0,1.0,1.0
28107,7.0,1.0,1.0,6.0,9.0,5.0,4.0
28108,9.0,0.0,0.0,4.0,8.0,6.0,5.0
28109,10.0,0.0,0.0,5.0,7.0,7.0,6.0
28110,9.0,0.0,0.0,5.0,9.0,7.0,6.0
28111,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28112,8.0,1.0,1.0,5.0,5.0,5.0,4.0
28113,8.0,1.0,1.0,5.0,7.0,5.0,4.0
28114,4.0,5.0,4.0,5.0,9.0,1.0,1.0
28115,3.0,8.0,9.0,8.0,3.0,0.0,0.0
28116,7.0,2.0,2.0,4.0,9.0,4.0,3.0
28117,4.0,4.0,4.0,9.0,7.0,1.0,1.0
28118,9.0,0.0,0.0,5.0,10.0,7.0,5.0
28119,1.0,8.0,7.0,5.0,11.0,0.0,0.0
28120,1.0,9.0,7.0,5.0,9.0,0.0,0.0
28121,6.0,3.0,3.0,3.0,5.0,2.0,2.0
28122,9.0,1.0,1.0,7.0,3.0,5.0,5.0
28123,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28124,7.0,1.0,1.0,6.0,9.0,4.0,4.0
28125,6.0,3.0,3.0,8.0,3.0,2.0,2.0
28126,4.0,6.0,7.0,4.0,2.0,0.0,0.0
28127,6.0,3.0,3.0,5.0,6.0,2.0,2.0
28128,4.0,5.0,4.0,4.0,9.0,1.0,1.0
28129,4.0,5.0,4.0,6.0,11.0,1.0,1.0
28130,5.0,3.0,3.0,4.0,8.0,2.0,2.0
28131,7.0,2.0,2.0,5.0,7.0,3.0,3.0
28132,10.0,0.0,0.0,4.0,7.0,8.0,7.0
28133,1.0,10.0,10.0,4.0,5.0,0.0,0.0
28134,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28135,1.0,9.0,8.0,6.0,6.0,0.0,0.0
28136,4.0,4.0,4.0,8.0,10.0,1.0,1.0
28137,3.0,4.0,4.0,4.0,11.0,1.0,1.0
28138,2.0,6.0,7.0,4.0,3.0,0.0,0.0
28139,4.0,4.0,4.0,4.0,10.0,1.0,1.0
28140,4.0,4.0,4.0,5.0,9.0,1.0,1.0
28141,7.0,2.0,2.0,6.0,9.0,4.0,3.0
28142,0.0,10.0,9.0,6.0,9.0,0.0,0.0
28143,1.0,9.0,8.0,6.0,8.0,0.0,0.0
28144,7.0,2.0,3.0,5.0,1.0,2.0,3.0
28145,1.0,10.0,9.0,5.0,7.0,0.0,0.0
28146,6.0,2.0,2.0,4.0,6.0,3.0,3.0
28147,1.0,8.0,6.0,6.0,11.0,0.0,0.0
28148,9.0,0.0,0.0,5.0,10.0,7.0,5.0
28149,9.0,1.0,2.0,6.0,2.0,3.0,3.0
28150,8.0,1.0,2.0,4.0,5.0,4.0,4.0
28151,7.0,2.0,2.0,4.0,7.0,4.0,3.0
28152,1.0,10.0,10.0,6.0,4.0,0.0,0.0
28153,7.0,2.0,2.0,7.0,7.0,4.0,3.0
28154,7.0,2.0,2.0,6.0,5.0,3.0,3.0
28155,4.0,4.0,3.0,4.0,12.0,2.0,1.0
28156,5.0,3.0,3.0,5.0,6.0,2.0,2.0
28157,4.0,4.0,4.0,7.0,9.0,1.0,1.0
28158,4.0,4.0,4.0,4.0,7.0,1.0,1.0
28159,6.0,2.0,2.0,7.0,6.0,3.0,3.0
28160,4.0,4.0,4.0,6.0,9.0,1.0,1.0
28161,3.0,5.0,5.0,5.0,11.0,1.0,1.0
28162,1.0,9.0,8.0,5.0,9.0,0.0,0.0
28163,8.0,1.0,1.0,5.0,5.0,4.0,4.0
28164,7.0,2.0,1.0,7.0,10.0,4.0,3.0
28165,1.0,8.0,8.0,4.0,5.0,0.0,0.0
28166,1.0,9.0,8.0,6.0,7.0,0.0,0.0
28167,12.0,0.0,0.0,6.0,5.0,10.0,10.0
28168,2.0,7.0,6.0,5.0,8.0,0.0,0.0
28169,7.0,2.0,2.0,5.0,9.0,4.0,3.0
28170,3.0,5.0,5.0,7.0,8.0,1.0,1.0
28171,6.0,2.0,2.0,4.0,7.0,4.0,3.0
28172,6.0,3.0,3.0,4.0,9.0,2.0,2.0
28173,10.0,0.0,0.0,5.0,7.0,6.0,5.0
28174,5.0,3.0,3.0,5.0,9.0,2.0,2.0
28175,12.0,0.0,0.0,6.0,5.0,9.0,9.0
28176,2.0,7.0,7.0,4.0,7.0,0.0,0.0
28177,6.0,2.0,2.0,3.0,10.0,3.0,3.0
28178,2.0,9.0,9.0,7.0,3.0,0.0,0.0
28179,4.0,4.0,5.0,6.0,6.0,1.0,1.0
28180,2.0,7.0,6.0,6.0,10.0,0.0,0.0
28181,8.0,1.0,1.0,5.0,9.0,5.0,4.0
28182,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28183,6.0,2.0,2.0,5.0,9.0,3.0,3.0
28184,10.0,1.0,1.0,5.0,6.0,5.0,5.0
28185,4.0,5.0,5.0,4.0,9.0,1.0,1.0
28186,1.0,9.0,8.0,6.0,6.0,0.0,0.0
28187,7.0,2.0,1.0,5.0,11.0,4.0,3.0
28188,11.0,0.0,0.0,7.0,11.0,8.0,6.0
28189,6.0,2.0,2.0,4.0,9.0,3.0,2.0
28190,7.0,2.0,2.0,5.0,9.0,4.0,3.0
28191,0.0,12.0,12.0,5.0,3.0,0.0,0.0
28192,9.0,0.0,0.0,6.0,11.0,7.0,5.0
28193,7.0,2.0,2.0,7.0,4.0,3.0,3.0
28194,2.0,7.0,6.0,5.0,8.0,0.0,0.0
28195,1.0,9.0,8.0,4.0,9.0,0.0,0.0
28196,7.0,2.0,2.0,4.0,9.0,4.0,3.0
28197,1.0,8.0,7.0,4.0,8.0,0.0,0.0
28198,7.0,2.0,2.0,4.0,9.0,4.0,3.0
28199,6.0,2.0,2.0,6.0,7.0,3.0,3.0
28200,2.0,6.0,6.0,5.0,7.0,0.0,0.0
28201,4.0,5.0,5.0,8.0,5.0,1.0,1.0
28202,1.0,10.0,9.0,5.0,5.0,0.0,0.0
28203,7.0,2.0,2.0,5.0,7.0,4.0,3.0
28204,2.0,7.0,7.0,4.0,6.0,0.0,0.0
28205,1.0,10.0,9.0,5.0,7.0,0.0,0.0
28206,7.0,2.0,2.0,5.0,6.0,3.0,3.0
28207,5.0,3.0,3.0,7.0,9.0,2.0,2.0
28208,5.0,3.0,3.0,6.0,11.0,2.0,2.0
28209,0.0,10.0,8.0,3.0,12.0,0.0,0.0
28210,4.0,3.0,3.0,5.0,9.0,2.0,2.0
28211,10.0,0.0,0.0,3.0,7.0,7.0,6.0
28212,8.0,2.0,2.0,7.0,5.0,4.0,3.0
28213,1.0,10.0,8.0,5.0,10.0,0.0,0.0
28214,11.0,0.0,0.0,8.0,9.0,10.0,8.0
28215,1.0,8.0,6.0,4.0,12.0,0.0,0.0
28216,7.0,1.0,1.0,6.0,11.0,5.0,4.0
28217,4.0,3.0,3.0,6.0,8.0,2.0,2.0
28218,10.0,0.0,0.0,6.0,10.0,7.0,6.0
28219,4.0,4.0,4.0,6.0,9.0,1.0,1.0
28220,6.0,2.0,2.0,6.0,9.0,3.0,3.0
28221,2.0,8.0,7.0,5.0,8.0,0.0,0.0
28222,1.0,9.0,8.0,4.0,9.0,0.0,0.0
28223,2.0,6.0,5.0,5.0,10.0,1.0,1.0
28224,6.0,2.0,2.0,5.0,10.0,3.0,3.0
28225,10.0,0.0,0.0,6.0,10.0,8.0,6.0
28226,6.0,3.0,3.0,4.0,7.0,2.0,2.0
28227,8.0,1.0,1.0,5.0,8.0,5.0,4.0
28228,8.0,0.0,0.0,7.0,8.0,6.0,5.0
28229,1.0,10.0,8.0,5.0,11.0,0.0,0.0
28230,11.0,0.0,0.0,8.0,4.0,6.0,6.0
28231,7.0,2.0,2.0,5.0,7.0,4.0,3.0
28232,1.0,10.0,9.0,5.0,6.0,0.0,0.0
28233,5.0,3.0,3.0,3.0,11.0,2.0,2.0
28234,2.0,7.0,6.0,6.0,10.0,0.0,0.0
28235,4.0,4.0,5.0,4.0,5.0,1.0,1.0
28236,4.0,3.0,3.0,7.0,11.0,2.0,2.0
28237,6.0,2.0,2.0,5.0,9.0,4.0,3.0
28238,4.0,5.0,5.0,5.0,3.0,1.0,1.0
28239,0.0,12.0,10.0,5.0,10.0,0.0,0.0
28240,8.0,1.0,1.0,5.0,12.0,5.0,4.0
28241,8.0,2.0,2.0,4.0,2.0,3.0,3.0
28242,6.0,3.0,3.0,5.0,9.0,2.0,2.0
28243,0.0,10.0,8.0,6.0,12.0,0.0,0.0
28244,7.0,2.0,2.0,4.0,8.0,4.0,3.0
28245,1.0,9.0,9.0,4.0,6.0,0.0,0.0
28246,1.0,9.0,7.0,5.0,11.0,0.0,0.0
28247,9.0,0.0,0.0,8.0,11.0,7.0,6.0
28248,5.0,3.0,3.0,4.0,9.0,2.0,2.0
28249,0.0,11.0,9.0,5.0,10.0,0.0,0.0
28250,3.0,6.0,6.0,3.0,5.0,0.0,0.0
28251,1.0,9.0,8.0,5.0,8.0,0.0,0.0
28252,7.0,2.0,1.0,8.0,9.0,4.0,3.0
28253,3.0,5.0,4.0,5.0,11.0,1.0,1.0
28254,11.0,0.0,0.0,6.0,9.0,10.0,9.0
28255,4.0,4.0,4.0,5.0,7.0,1.0,1.0
28256,1.0,10.0,9.0,5.0,6.0,0.0,0.0
28257,8.0,1.0,1.0,6.0,9.0,4.0,4.0
28258,3.0,6.0,6.0,5.0,10.0,1.0,0.0
28259,4.0,5.0,5.0,5.0,8.0,1.0,1.0
28260,12.0,0.0,0.0,6.0,2.0,8.0,8.0
28261,8.0,2.0,2.0,7.0,3.0,3.0,3.0
28262,11.0,0.0,0.0,6.0,4.0,7.0,7.0
28263,1.0,10.0,9.0,3.0,7.0,0.0,0.0
28264,8.0,1.0,1.0,5.0,5.0,4.0,4.0
28265,5.0,3.0,3.0,6.0,9.0,2.0,2.0
28266,3.0,7.0,6.0,7.0,7.0,0.0,0.0
28267,1.0,10.0,9.0,5.0,5.0,0.0,0.0
28268,3.0,5.0,4.0,7.0,10.0,1.0,1.0
28269,1.0,10.0,9.0,5.0,8.0,0.0,0.0
28270,1.0,10.0,9.0,7.0,8.0,0.0,0.0
28271,2.0,8.0,7.0,4.0,8.0,0.0,0.0
28272,4.0,4.0,4.0,5.0,8.0,1.0,1.0
28273,10.0,0.0,0.0,5.0,5.0,6.0,6.0
28274,2.0,7.0,7.0,4.0,8.0,0.0,0.0
28275,0.0,12.0,11.0,7.0,6.0,0.0,0.0
28276,1.0,10.0,9.0,5.0,7.0,0.0,0.0
28277,8.0,1.0,1.0,7.0,7.0,4.0,4.0
28278,1.0,9.0,8.0,5.0,10.0,0.0,0.0
28279,7.0,2.0,1.0,5.0,10.0,4.0,3.0
28280,4.0,4.0,4.0,4.0,8.0,1.0,1.0
28281,3.0,5.0,5.0,5.0,7.0,1.0,1.0
28282,4.0,5.0,5.0,4.0,4.0,1.0,1.0
28283,5.0,3.0,3.0,5.0,7.0,2.0,2.0
28284,1.0,10.0,9.0,5.0,6.0,0.0,0.0
28285,6.0,2.0,2.0,7.0,11.0,4.0,3.0
28286,5.0,3.0,3.0,5.0,5.0,2.0,2.0
28287,0.0,10.0,9.0,7.0,10.0,0.0,0.0
28288,8.0,1.0,1.0,8.0,7.0,5.0,4.0
28289,7.0,2.0,2.0,6.0,9.0,4.0,3.0
28290,10.0,0.0,0.0,6.0,6.0,7.0,6.0
28291,2.0,7.0,6.0,4.0,9.0,0.0,0.0
28292,2.0,6.0,5.0,4.0,10.0,1.0,1.0
28293,4.0,4.0,4.0,7.0,9.0,1.0,1.0
28294,3.0,6.0,6.0,4.0,9.0,0.0,0.0
28295,2.0,6.0,6.0,6.0,8.0,0.0,0.0
28296,7.0,2.0,2.0,6.0,7.0,3.0,3.0
28297,1.0,8.0,7.0,4.0,12.0,0.0,0.0
28298,6.0,2.0,2.0,5.0,9.0,3.0,3.0
28299,1.0,9.0,8.0,4.0,8.0,0.0,0.0
28300,0.0,13.0,13.0,5.0,2.0,0.0,0.0
28301,5.0,3.0,3.0,4.0,8.0,2.0,2.0
28302,5.0,3.0,3.0,9.0,7.0,2.0,2.0
28303,5.0,3.0,3.0,3.0,6.0,2.0,2.0
28304,7.0,2.0,2.0,6.0,7.0,4.0,3.0
28305,8.0,2.0,2.0,7.0,7.0,4.0,3.0
28306,3.0,5.0,4.0,9.0,10.0,1.0,1.0
28307,4.0,5.0,5.0,5.0,7.0,1.0,1.0
28308,0.0,11.0,10.0,5.0,9.0,0.0,0.0
28309,8.0,1.0,1.0,5.0,7.0,5.0,4.0
28310,6.0,2.0,2.0,4.0,10.0,3.0,3.0
28311,10.0,0.0,0.0,7.0,4.0,6.0,5.0
28312,7.0,2.0,3.0,4.0,4.0,2.0,2.0
28313,2.0,6.0,6.0,5.0,9.0,0.0,0.0
28314,3.0,5.0,5.0,5.0,9.0,1.0,1.0
28315,10.0,0.0,0.0,6.0,9.0,6.0,5.0
28316,9.0,1.0,1.0,7.0,3.0,4.0,4.0
28317,10.0,0.0,0.0,6.0,8.0,8.0,7.0
28318,9.0,0.0,0.0,7.0,8.0,6.0,5.0
28319,4.0,5.0,5.0,8.0,3.0,1.0,1.0
28320,3.0,5.0,4.0,6.0,10.0,1.0,1.0
28321,7.0,2.0,1.0,7.0,9.0,4.0,3.0
28322,1.0,10.0,9.0,7.0,9.0,0.0,0.0
28323,7.0,2.0,2.0,7.0,5.0,3.0,3.0
28324,10.0,0.0,0.0,6.0,5.0,6.0,6.0
28325,3.0,6.0,6.0,7.0,4.0,0.0,0.0
28326,6.0,2.0,2.0,5.0,8.0,3.0,3.0
28327,9.0,1.0,1.0,4.0,5.0,4.0,4.0
28328,12.0,0.0,0.0,6.0,5.0,9.0,8.0
28329,8.0,1.0,1.0,4.0,6.0,4.0,4.0
28330,10.0,0.0,0.0,7.0,4.0,6.0,5.0
28331,0.0,10.0,9.0,4.0,8.0,0.0,0.0
28332,0.0,13.0,11.0,4.0,11.0,0.0,0.0
28333,4.0,5.0,4.0,7.0,10.0,1.0,1.0
28334,0.0,12.0,11.0,4.0,6.0,0.0,0.0
28335,9.0,0.0,0.0,6.0,8.0,6.0,5.0
28336,9.0,1.0,1.0,4.0,7.0,5.0,4.0
28337,3.0,6.0,5.0,4.0,11.0,1.0,1.0
28338,2.0,6.0,6.0,5.0,9.0,1.0,0.0
28339,10.0,0.0,0.0,5.0,7.0,7.0,6.0
28340,1.0,10.0,9.0,5.0,7.0,0.0,0.0
28341,5.0,2.0,2.0,8.0,11.0,3.0,2.0
28342,0.0,10.0,8.0,6.0,11.0,0.0,0.0
28343,5.0,3.0,3.0,5.0,10.0,2.0,2.0
28344,6.0,2.0,2.0,4.0,11.0,3.0,3.0
28345,0.0,10.0,9.0,4.0,10.0,0.0,0.0
28346,10.0,0.0,0.0,6.0,9.0,7.0,5.0
28347,2.0,8.0,7.0,6.0,7.0,0.0,0.0
28348,7.0,1.0,2.0,7.0,6.0,4.0,3.0
28349,8.0,1.0,2.0,5.0,5.0,4.0,3.0
28350,6.0,3.0,3.0,6.0,7.0,2.0,2.0
28351,7.0,2.0,2.0,7.0,3.0,3.0,3.0
28352,2.0,6.0,6.0,5.0,10.0,0.0,0.0
28353,1.0,9.0,8.0,6.0,8.0,0.0,0.0
28354,8.0,2.0,2.0,3.0,4.0,3.0,3.0
28355,10.0,0.0,0.0,4.0,6.0,6.0,5.0
28356,8.0,1.0,1.0,7.0,4.0,5.0,4.0
28357,5.0,3.0,3.0,5.0,7.0,2.0,2.0
28358,1.0,9.0,8.0,3.0,6.0,0.0,0.0
28359,7.0,2.0,2.0,4.0,8.0,4.0,3.0
28360,3.0,6.0,6.0,5.0,8.0,0.0,0.0
28361,6.0,3.0,3.0,5.0,4.0,2.0,2.0
28362,6.0,3.0,3.0,4.0,4.0,2.0,2.0
28363,4.0,5.0,4.0,4.0,9.0,1.0,1.0
28364,7.0,2.0,2.0,5.0,6.0,3.0,3.0
28365,8.0,1.0,1.0,4.0,5.0,4.0,4.0
28366,0.0,13.0,11.0,4.0,8.0,0.0,0.0
28367,8.0,1.0,1.0,7.0,8.0,5.0,4.0
28368,8.0,2.0,2.0,5.0,6.0,4.0,3.0
28369,6.0,2.0,1.0,7.0,12.0,4.0,3.0
28370,5.0,3.0,3.0,7.0,11.0,2.0,2.0
28371,5.0,3.0,3.0,7.0,5.0,2.0,2.0
28372,5.0,3.0,3.0,6.0,8.0,2.0,2.0
28373,1.0,9.0,8.0,6.0,10.0,0.0,0.0
28374,9.0,0.0,0.0,5.0,6.0,6.0,5.0
28375,10.0,0.0,0.0,4.0,10.0,7.0,5.0
28376,10.0,0.0,0.0,7.0,5.0,6.0,5.0
28377,5.0,3.0,3.0,3.0,5.0,2.0,2.0
28378,1.0,9.0,7.0,5.0,11.0,0.0,0.0
28379,9.0,0.0,0.0,7.0,9.0,6.0,5.0
28380,6.0,2.0,2.0,6.0,12.0,4.0,3.0
28381,3.0,5.0,5.0,4.0,8.0,1.0,1.0
28382,10.0,0.0,0.0,7.0,6.0,6.0,5.0
28383,5.0,4.0,3.0,3.0,11.0,2.0,1.0
28384,5.0,4.0,4.0,6.0,8.0,2.0,2.0
28385,10.0,0.0,0.0,8.0,4.0,6.0,6.0
28386,2.0,8.0,7.0,5.0,9.0,0.0,0.0
28387,8.0,1.0,1.0,8.0,7.0,5.0,4.0
28388,3.0,6.0,5.0,5.0,12.0,1.0,1.0
28389,1.0,9.0,8.0,5.0,8.0,0.0,0.0
28390,0.0,10.0,9.0,5.0,9.0,0.0,0.0
28391,1.0,9.0,8.0,4.0,8.0,0.0,0.0
28392,4.0,5.0,5.0,4.0,6.0,1.0,1.0
28393,1.0,10.0,8.0,5.0,10.0,0.0,0.0
28394,1.0,9.0,8.0,5.0,8.0,0.0,0.0
28395,7.0,2.0,2.0,4.0,10.0,4.0,3.0
28396,3.0,6.0,6.0,6.0,5.0,0.0,0.0
28397,2.0,6.0,6.0,4.0,10.0,0.0,0.0
28398,5.0,3.0,3.0,5.0,7.0,2.0,2.0
28399,8.0,1.0,1.0,6.0,10.0,5.0,4.0
28400,2.0,9.0,8.0,7.0,8.0,0.0,0.0
28401,10.0,0.0,1.0,5.0,2.0,5.0,5.0
28402,8.0,1.0,1.0,5.0,9.0,5.0,4.0
28403,10.0,0.0,0.0,5.0,8.0,9.0,7.0
28404,1.0,10.0,8.0,4.0,10.0,0.0,0.0
28405,5.0,3.0,3.0,5.0,10.0,2.0,2.0
28406,6.0,2.0,2.0,4.0,6.0,3.0,3.0
28407,2.0,6.0,6.0,4.0,7.0,0.0,0.0
28408,3.0,6.0,5.0,4.0,8.0,1.0,1.0
28409,11.0,0.0,0.0,6.0,2.0,7.0,7.0
28410,0.0,10.0,8.0,4.0,10.0,0.0,0.0
28411,5.0,3.0,3.0,4.0,10.0,2.0,2.0
28412,3.0,5.0,6.0,5.0,4.0,1.0,1.0
28413,12.0,0.0,0.0,3.0,5.0,9.0,8.0
28414,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28415,6.0,2.0,2.0,7.0,8.0,3.0,3.0
28416,8.0,2.0,2.0,8.0,2.0,3.0,3.0
28417,5.0,3.0,3.0,4.0,11.0,2.0,2.0
28418,7.0,2.0,2.0,7.0,5.0,3.0,3.0
28419,8.0,1.0,1.0,4.0,7.0,5.0,4.0
28420,11.0,0.0,0.0,3.0,7.0,8.0,7.0
28421,7.0,1.0,1.0,8.0,11.0,5.0,3.0
28422,1.0,9.0,8.0,5.0,6.0,0.0,0.0
28423,8.0,1.0,1.0,6.0,5.0,5.0,4.0
28424,7.0,2.0,2.0,6.0,7.0,4.0,3.0
28425,1.0,10.0,9.0,5.0,9.0,0.0,0.0
28426,1.0,9.0,8.0,5.0,10.0,0.0,0.0
28427,3.0,6.0,6.0,4.0,7.0,0.0,0.0
28428,4.0,3.0,3.0,8.0,12.0,2.0,2.0
28429,5.0,3.0,3.0,7.0,8.0,2.0,2.0
28430,1.0,9.0,8.0,3.0,7.0,0.0,0.0
28431,1.0,9.0,8.0,6.0,8.0,0.0,0.0
28432,7.0,2.0,2.0,5.0,6.0,3.0,3.0
28433,5.0,3.0,3.0,5.0,8.0,2.0,2.0
28434,9.0,1.0,2.0,6.0,3.0,4.0,4.0
28435,1.0,10.0,10.0,5.0,4.0,0.0,0.0
28436,5.0,3.0,3.0,4.0,9.0,2.0,2.0
28437,5.0,3.0,3.0,5.0,7.0,2.0,2.0
28438,8.0,1.0,1.0,7.0,9.0,5.0,4.0
28439,5.0,3.0,3.0,3.0,10.0,2.0,2.0
28440,6.0,2.0,2.0,7.0,9.0,4.0,3.0
28441,5.0,3.0,3.0,7.0,9.0,2.0,2.0
28442,11.0,0.0,0.0,3.0,9.0,9.0,8.0
28443,7.0,2.0,2.0,5.0,8.0,3.0,3.0
28444,9.0,0.0,0.0,5.0,7.0,6.0,5.0
28445,6.0,3.0,3.0,5.0,6.0,2.0,2.0
28446,2.0,5.0,5.0,7.0,10.0,1.0,1.0
28447,4.0,4.0,4.0,6.0,9.0,1.0,1.0
28448,5.0,3.0,3.0,7.0,9.0,2.0,2.0
28449,7.0,2.0,2.0,6.0,8.0,4.0,3.0
28450,6.0,3.0,3.0,6.0,7.0,2.0,2.0
28451,0.0,10.0,9.0,6.0,7.0,0.0,0.0
28452,7.0,2.0,2.0,5.0,8.0,4.0,3.0
28453,4.0,5.0,6.0,4.0,3.0,0.0,1.0
28454,3.0,7.0,6.0,8.0,8.0,0.0,0.0
28455,5.0,4.0,4.0,6.0,6.0,1.0,1.0
28456,4.0,4.0,4.0,5.0,9.0,1.0,1.0
28457,8.0,2.0,2.0,6.0,2.0,3.0,3.0
28458,4.0,5.0,5.0,7.0,2.0,1.0,1.0
28459,10.0,0.0,0.0,4.0,10.0,8.0,6.0
28460,8.0,1.0,1.0,7.0,9.0,5.0,4.0
28461,2.0,7.0,6.0,4.0,10.0,0.0,0.0
28462,1.0,10.0,8.0,4.0,10.0,0.0,0.0
28463,1.0,10.0,9.0,4.0,7.0,0.0,0.0
28464,6.0,2.0,2.0,4.0,8.0,3.0,3.0
28465,8.0,1.0,1.0,6.0,4.0,4.0,4.0
28466,4.0,4.0,4.0,4.0,9.0,1.0,1.0
28467,6.0,2.0,2.0,4.0,10.0,3.0,3.0
28468,3.0,5.0,5.0,4.0,10.0,1.0,1.0
28469,5.0,3.0,3.0,7.0,8.0,2.0,2.0
28470,2.0,7.0,6.0,6.0,9.0,0.0,0.0
28471,1.0,10.0,10.0,5.0,4.0,0.0,0.0
28472,2.0,7.0,6.0,6.0,11.0,0.0,0.0
28473,6.0,2.0,2.0,5.0,9.0,3.0,3.0
28474,7.0,2.0,2.0,6.0,5.0,3.0,3.0
28475,6.0,3.0,3.0,4.0,5.0,2.0,2.0
28476,4.0,4.0,4.0,5.0,9.0,1.0,1.0
28477,6.0,3.0,3.0,7.0,6.0,2.0,2.0
28478,3.0,5.0,5.0,7.0,9.0,1.0,1.0
28479,10.0,0.0,0.0,6.0,6.0,7.0,6.0
28480,6.0,3.0,3.0,6.0,10.0,2.0,2.0
28481,0.0,11.0,9.0,5.0,9.0,0.0,0.0
28482,0.0,10.0,8.0,5.0,10.0,0.0,0.0
28483,8.0,2.0,2.0,6.0,4.0,3.0,3.0
